INDEX_COLUMN_x,IDX,name_x,address_x,postcode_x,company_x,job_x,phone_number_x,email_x,user_name_x,ip_address_x,credit_card_number_x,date_x,total_int_x,total_float_x,total_int1_x,total_int2_x,total_int3_x,INDEX_COLUMN_y,name_y,address_y,postcode_y,company_y,job_y,phone_number_y,email_y,user_name_y,ip_address_y,credit_card_number_y,date_y,total_int_y,total_float_y,total_int1_y,total_int2_y,total_int3_y
218,42beb967d02a59c6e72579ea3fa13a6b5b035e1c2f411c247b65358440f26fa7,김진우,부산광역시 성북구 잠실로,52062,(주) 우,패스트푸드원,062-397-3590,pi@gimbagbag.com,mi,10.139.142.50,630456905433,1971-12-11,57,6.27,396088,92,2275,218,김진우,부산광역시 성북구 잠실로,52062,(주) 우,패스트푸드원,062-397-3590,pi@gimbagbag.com,mi,10.139.142.50,630456905433,1971-12-11,57,6.27,396088,92,2275
219,bb3ad11b9f6d9216eefc0d9f487b2811934bfe59e85113cec9e8ae2c060261c2,김정희,부산광역시 동대문구 잠실2가 (정웅김동),88569,박구,철도 기관차 및 전동차 정비원,041-050-6213,jiweon48@live.com,gimseunghyeon,172.27.251.12,4709817328784205,1993-04-02,6,1.573,200911,427,7539,219,김정희,부산광역시 동대문구 잠실2가 (정웅김동),88569,박구,철도 기관차 및 전동차 정비원,041-050-6213,jiweon48@live.com,gimseunghyeon,172.27.251.12,4709817328784205,1993-04-02,6,1.573,200911,427,7539
220,1c75f4aac31e15b1396467bc13060150906e6fb1b997b121c4936f2e1a50f943,구중수,전라남도 부여군 양재천4로 (보람조한읍),59569,(유) 한박송,기타 건설/전기 및 생산 관련 관리자,041-317-0239,theo@daum.net,minjunhan,172.23.31.24,3583766154899665,2004-10-31,13,8.6158233,542949,406,9856,220,구중수,전라남도 부여군 양재천4로 (보람조한읍),59569,(유) 한박송,기타 건설/전기 및 생산 관련 관리자,041-317-0239,theo@daum.net,minjunhan,172.23.31.24,3583766154899665,2004-10-31,13,8.6158233,542949,406,9856
221,b9665b2b8959453eb7f2a9616584de471d8ad7b28fd9a61138bd468ad0a425a0,김민석,충청남도 광명시 언주길,23093,(주) 박김김,전기공학 기술자 및 연구원,033-114-4516,misughan@yuhanhoesa.kr,sbag,192.168.99.11,4861147264209086740,1977-02-12,71,7.29,144509,144,2706,221,김민석,충청남도 광명시 언주길,23093,(주) 박김김,전기공학 기술자 및 연구원,033-114-4516,misughan@yuhanhoesa.kr,sbag,192.168.99.11,4861147264209086740,1977-02-12,71,7.29,144509,144,2706
222,facbd7953fa9ee64e1c57738eae96c5f32c415b370111de2b3cfa6b59b23ad00,이병철,충청남도 춘천시 언주가 (예은김동),82858,(주) 박,금속가공관련 제어장치 조작원,016-534-8609,zhan@jusighoesa.com,yunseo05,10.236.109.164,3558230594967435,1980-10-18,42,1.9823372991,475803,504,3903,222,이병철,충청남도 춘천시 언주가 (예은김동),82858,(주) 박,금속가공관련 제어장치 조작원,016-534-8609,zhan@jusighoesa.com,yunseo05,10.236.109.164,3558230594967435,1980-10-18,42,1.9823372991,475803,504,3903
223,1f4a391b7cc36e2f63c283553b3ab4f9c04e77d79cd1afcc6734c3a55f731eec,김도윤,인천광역시 송파구 논현로 (미숙박동),45078,주식회사 이최이,간병인,063-437-3251,jeonghyiyang@ju.com,gimminsu,10.177.241.184,3548287741583377,1984-11-25,24,2.97032788391,113492,523,9093,223,김도윤,인천광역시 송파구 논현로 (미숙박동),45078,주식회사 이최이,간병인,063-437-3251,jeonghyiyang@ju.com,gimminsu,10.177.241.184,3548287741583377,1984-11-25,24,2.97032788391,113492,523,9093
224,9e7c752907ee8665513be02acc0b0c09ffff0921e30511716c002a57485ac207,김민서,울산광역시 서초구 학동4길 (영환최박동),36378,홍이,인사 및 노사 관련 전문가,070-2454-8152,jhan@ihong.net,gwaggyeonghyi,192.168.68.130,38586506360654,1970-06-02,41,1.1119485,728280,709,4682,224,김민서,울산광역시 서초구 학동4길 (영환최박동),36378,홍이,인사 및 노사 관련 전문가,070-2454-8152,jhan@ihong.net,gwaggyeonghyi,192.168.68.130,38586506360654,1970-06-02,41,1.1119485,728280,709,4682
225,5c57dd893db405f9456cbbb49c94fcef85005c9185885a93b9499da5611dcc43,박성현,경상남도 성남시 석촌호수거리,22372,이강정,건설 배관공,016-517-6835,sonujin@mungimna.com,imigyeong,192.168.183.48,377553291609736,2009-08-27,25,1.222607489,601235,20,7450,225,박성현,경상남도 성남시 석촌호수거리,22372,이강정,건설 배관공,016-517-6835,sonujin@mungimna.com,imigyeong,192.168.183.48,377553291609736,2009-08-27,25,1.222607489,601235,20,7450
226,75920b4a8744dae9fb38ff98574ed63d4820658f301bb2869999989d985c4892,이은서,세종특별자치시 영등포구 오금92로 (재현박김읍),14178,이김,컴퓨터 강사,031-808-7037,zgim@hanmail.net,coeyeeun,10.39.231.181,4355079806504780,1975-03-22,65,5.904,434447,801,1599,226,이은서,세종특별자치시 영등포구 오금92로 (재현박김읍),14178,이김,컴퓨터 강사,031-808-7037,zgim@hanmail.net,coeyeeun,10.39.231.181,4355079806504780,1975-03-22,65,5.904,434447,801,1599
227,1696b5ba5612f38991eb9974ba86d438149297ff5055e6e31f3ae7f63e99fac1,윤성현,인천광역시 마포구 테헤란8길 (서윤최리),48812,주식회사 고한오,임상병리사,010-3643-2865,fi@hanmail.net,ggim,172.19.48.84,30565750648632,2017-09-25,16,3.7823772,727849,688,2947,227,윤성현,인천광역시 마포구 테헤란8길 (서윤최리),48812,주식회사 고한오,임상병리사,010-3643-2865,fi@hanmail.net,ggim,172.19.48.84,30565750648632,2017-09-25,16,3.7823772,727849,688,2947
228,36a1582d66de6323ecddb97313863aee71a5c019b6d1b370da790b65a62a4883,김춘자,서울특별시 광진구 영동대7가,16963,김이,의무기록사,041-731-4980,junseo36@hanmail.net,donghyeon21,172.19.93.162,2711849170380535,2004-05-09,50,7.6827755,970877,665,1633,228,김춘자,서울특별시 광진구 영동대7가,16963,김이,의무기록사,041-731-4980,junseo36@hanmail.net,donghyeon21,172.19.93.162,2711849170380535,2004-05-09,50,7.6827755,970877,665,1633
229,9e34badceb8139e4dbea404f379159c76582dacbf5c9c7789c7d223edd328ac2,황민준,충청남도 고양시 덕양구 개포911거리 (민석박리),34869,김강김,화학공학 기술자 및 연구원,02-4539-1103,yejungim@naver.com,gimjongsu,192.168.149.32,5449279511068403,1986-11-07,69,5.4749,784412,121,1318,229,황민준,충청남도 고양시 덕양구 개포911거리 (민석박리),34869,김강김,화학공학 기술자 및 연구원,02-4539-1103,yejungim@naver.com,gimjongsu,192.168.149.32,5449279511068403,1986-11-07,69,5.4749,784412,121,1318
230,6a327cabac103b73c91989448b04038e0540e03c1e466b9378346028f7e8090e,김성민,광주광역시 동구 잠실거리,15084,박김이,패션 디자이너,051-789-2064,gimbyeongceol@ju.com,myeongja20,192.168.70.144,5340231849476766,2009-01-04,77,6.245708576,642357,383,2654,230,김성민,광주광역시 동구 잠실거리,15084,박김이,패션 디자이너,051-789-2064,gimbyeongceol@ju.com,myeongja20,192.168.70.144,5340231849476766,2009-01-04,77,6.245708576,642357,383,2654
231,0cd1a34f93572bb80a5bf493d220bb881030335ec17a4e358c6da73a1ec30b4a,박명숙,강원도 부천시 오정구 서초중앙21가,14428,박권이,제품 디자이너,042-984-5542,seongsu97@gimgim.net,gimsangho,192.168.113.170,340265495193359,2019-07-17,79,3.29400347076,210244,243,3817,231,박명숙,강원도 부천시 오정구 서초중앙21가,14428,박권이,제품 디자이너,042-984-5542,seongsu97@gimgim.net,gimsangho,192.168.113.170,340265495193359,2019-07-17,79,3.29400347076,210244,243,3817
232,00d779e256d1ba7de18135735dc18c8b112cd7cadf3587e9c106b88a91b6933e,손민석,경상북도 서천군 봉은사거리,7675,(주) 이류송,인사 및 교육/훈련 사무원,019-120-2699,jongsu17@ju.com,yeongceoli,10.5.99.110,348934017904450,1991-04-10,44,5.5509911848507,507535,724,6313,232,손민석,경상북도 서천군 봉은사거리,7675,(주) 이류송,인사 및 교육/훈련 사무원,019-120-2699,jongsu17@ju.com,yeongceoli,10.5.99.110,348934017904450,1991-04-10,44,5.5509911848507,507535,724,6313
233,e1a540168a0e280dd1e4961c3404a0eae5464c1851ee4eb380ebc6bd5da844e2,신현숙,울산광역시 양천구 학동857로,42494,황배황,보육 교사,063-532-8694,egim@live.com,myeongsuggim,10.144.125.127,60449117781,1970-01-23,98,7.78,896212,74,5847,233,신현숙,울산광역시 양천구 학동857로,42494,황배황,보육 교사,063-532-8694,egim@live.com,myeongsuggim,10.144.125.127,60449117781,1970-01-23,98,7.78,896212,74,5847
234,93ff4d79302417d6912b8c2620c1a5fcb8dbe305c1a351a8f3cd7560e3f4d4f2,강성현,부산광역시 강남구 도산대1길,49289,하백,문리 및 어학 강사,044-214-0860,wsong@yu.kr,yi,192.168.24.95,4188592483814606,2003-07-16,89,2.98,627267,686,3671,234,강성현,부산광역시 강남구 도산대1길,49289,하백,문리 및 어학 강사,044-214-0860,wsong@yu.kr,yi,192.168.24.95,4188592483814606,2003-07-16,89,2.98,627267,686,3671
235,ca22324a93e96ec588c9b9ed5c47f8337182bdb2378da0f409cd6d8b7174f5ee,이영진,대전광역시 서초구 오금거리 (경수황동),4425,최송지,한의사,016-116-0029,sinjihu@live.com,baegdoyun,192.168.190.197,30380849316195,2006-12-14,41,1.60381269,957314,780,4740,235,이영진,대전광역시 서초구 오금거리 (경수황동),4425,최송지,한의사,016-116-0029,sinjihu@live.com,baegdoyun,192.168.190.197,30380849316195,2006-12-14,41,1.60381269,957314,780,4740
236,e7b5d6ded8878506f45842701ebf8e0beeed79d599b8e5f7f1dcad23998364b8,이예진,부산광역시 영등포구 오금로 (혜진최읍),57063,김박박,기타 전문서비스 관리자,052-603-9096,jeonghyino@dreamwiz.com,agim,10.232.80.70,3589925956989231,2000-03-07,40,5.4825892,216759,597,1785,236,이예진,부산광역시 영등포구 오금로 (혜진최읍),57063,김박박,기타 전문서비스 관리자,052-603-9096,jeonghyino@dreamwiz.com,agim,10.232.80.70,3589925956989231,2000-03-07,40,5.4825892,216759,597,1785
237,d20d5c8023c2aa5586c1ec8872e7e63cccaaa38dd027faa0261d2073bdc6d313,황채원,경기도 안산시 단원구 언주030길 (영순권리),25363,김김한,전기/전자 부품 및 제품 조립원,031-827-4171,gangsangho@live.com,mijeong53,172.18.188.237,180072503961832,2001-08-01,93,8.9520907051129,655412,551,8730,237,황채원,경기도 안산시 단원구 언주030길 (영순권리),25363,김김한,전기/전자 부품 및 제품 조립원,031-827-4171,gangsangho@live.com,mijeong53,172.18.188.237,180072503961832,2001-08-01,93,8.9520907051129,655412,551,8730
238,73383668dd42a36cc3d7fbc29cc08308c9a98a65433bb7a76f83693fea41735f,주성현,전라북도 청주시 흥덕구 삼성5거리,41547,(유) 손박강,인쇄기 조작원,054-330-5615,wgim@bageom.com,jongsu43,10.142.228.18,344122148296582,1980-04-21,39,1.7801125020566,10049,333,1458,238,주성현,전라북도 청주시 흥덕구 삼성5거리,41547,(유) 손박강,인쇄기 조작원,054-330-5615,wgim@bageom.com,jongsu43,10.142.228.18,344122148296582,1980-04-21,39,1.7801125020566,10049,333,1458
239,675d918146fd1148871ad40822ef990c5f0d8e195bacdbd21f2a5ed8b826a546,박예준,서울특별시 강남구 잠실길,33727,(유) 김허김,아나운서 및 리포터,011-677-7123,hgwag@gimii.com,areumgang,192.168.48.63,374115043625064,1979-05-17,71,7.7,257744,432,1837,239,박예준,서울특별시 강남구 잠실길,33727,(유) 김허김,아나운서 및 리포터,011-677-7123,hgwag@gimii.com,areumgang,192.168.48.63,374115043625064,1979-05-17,71,7.7,257744,432,1837
240,21a0554f8829db9a4b8507d168038ccb1e29aefff7e54269b553a3cfd7b47a2f,성미경,대전광역시 중구 도산대44로,4030,김이박,애완동물 미용사,018-335-5140,rhwang@hanmail.net,minjun63,172.31.230.73,4754264119163,2000-12-25,15,7.26,122813,319,1419,240,성미경,대전광역시 중구 도산대44로,4030,김이박,애완동물 미용사,018-335-5140,rhwang@hanmail.net,minjun63,172.31.230.73,4754264119163,2000-12-25,15,7.26,122813,319,1419
241,1771b93c93be72f381fded3e1be40020fc6995efdc8e2f29beb8470bbc214fb1,김지원,세종특별자치시 송파구 압구정로,22502,이하,방사선사,053-400-4077,eunju19@ju.com,seohyeon55,192.168.192.190,373871300046029,1993-03-25,44,6.31,736662,739,1960,241,김지원,세종특별자치시 송파구 압구정로,22502,이하,방사선사,053-400-4077,eunju19@ju.com,seohyeon55,192.168.192.190,373871300046029,1993-03-25,44,6.31,736662,739,1960
242,841993afee2bc177f686cb1758f9bb4e33341b581be49ceb83919571839f4eb0,박현주,경기도 남양주시 서초중앙거리,78059,오김,임상병리사,061-740-7336,junhyeog33@gimna.com,jihye36,10.135.166.39,213186396727455,2018-10-17,73,3.786069208,886640,202,4597,242,박현주,경기도 남양주시 서초중앙거리,78059,오김,임상병리사,061-740-7336,junhyeog33@gimna.com,jihye36,10.135.166.39,213186396727455,2018-10-17,73,3.786069208,886640,202,4597
243,65f0a7ff6740fc12e70ab8a4790505f8c241636b66f41261035547246bacd3db,김민서,전라남도 수원시 영통구 잠실길,28239,(유) 김강최,관세행정 사무원,017-580-0043,yangyeongho@gmail.com,caeweon87,172.29.116.145,676279056839,2013-10-26,78,2.421303837399,637346,910,3097,243,김민서,전라남도 수원시 영통구 잠실길,28239,(유) 김강최,관세행정 사무원,017-580-0043,yangyeongho@gmail.com,caeweon87,172.29.116.145,676279056839,2013-10-26,78,2.421303837399,637346,910,3097
244,d48b70e3d55b878f47920f576cb9820cd501cf6cdb79b36c8b5a715c24adf96b,김진호,제주특별자치도 속초시 서초대9거리,35317,김송김,간병인,053-497-3672,donghyeoni@yuhanhoesa.com,yeongsug99,10.147.126.56,4717465767097105933,1995-04-20,26,8.85,360934,260,979,244,김진호,제주특별자치도 속초시 서초대9거리,35317,김송김,간병인,053-497-3672,donghyeoni@yuhanhoesa.com,yeongsug99,10.147.126.56,4717465767097105933,1995-04-20,26,8.85,360934,260,979
245,ad2ed5a48a1bd0f3c93721247fd8e73fc7b04a74b399e77f49d430b10d826bc8,서순자,강원도 성남시 중원구 봉은사94가,41508,(주) 김최이,철도 기관차 및 전동차 정비원,031-951-5346,junyeongi@yangsongeom.net,naseojun,172.20.154.107,4635455400578729536,2019-08-19,84,6.7716157,533893,45,3391,245,서순자,강원도 성남시 중원구 봉은사94가,41508,(주) 김최이,철도 기관차 및 전동차 정비원,031-951-5346,junyeongi@yangsongeom.net,naseojun,172.20.154.107,4635455400578729536,2019-08-19,84,6.7716157,533893,45,3391
246,5b04c6bae11dd60d65adf5ac248c93318e3764febc6aa7e082e1115bf1d626bf,이경숙,대전광역시 성북구 서초중앙8길,6776,장이,한복 제조원,010-4259-5679,minsu60@nate.com,sunjabag,10.68.147.206,3534841586209823,2013-06-21,59,3.205658511961,144120,865,542,246,이경숙,대전광역시 성북구 서초중앙8길,6776,장이,한복 제조원,010-4259-5679,minsu60@nate.com,sunjabag,10.68.147.206,3534841586209823,2013-06-21,59,3.205658511961,144120,865,542
247,b20f2307f37c1f46b95d19146f5785706119f8e258056bffb8fda77f4e1c87be,박정순,광주광역시 송파구 역삼21로,20667,(주) 고최이,화학공학 기술자 및 연구원,010-6374-1908,cgim@dreamwiz.com,mgim,172.22.138.241,180086063735402,2015-10-22,72,2.1794,315571,624,8658,247,박정순,광주광역시 송파구 역삼21로,20667,(주) 고최이,화학공학 기술자 및 연구원,010-6374-1908,cgim@dreamwiz.com,mgim,172.22.138.241,180086063735402,2015-10-22,72,2.1794,315571,624,8658
248,5b4aeff8392d03972fe5a571b04cd6bcf7f7e5be075552e2a4efa90b9f1ad93d,김현우,강원도 용인시 처인구 영동대로,29109,이김박,기타 전기/전자기기 설치 및 수리원,011-404-7428,useo@gmail.com,ogjagim,10.61.23.188,2470022372312059,1990-01-04,62,4.34,777719,687,2150,248,김현우,강원도 용인시 처인구 영동대로,29109,이김박,기타 전기/전자기기 설치 및 수리원,011-404-7428,useo@gmail.com,ogjagim,10.61.23.188,2470022372312059,1990-01-04,62,4.34,777719,687,2150
249,76446049622338e61c35f05647d99d82eea417951b3d7a4c7b5f09fa3f9282eb,권미영,경기도 아산시 잠실946가 (정식백박읍),37681,강김,경비원,051-921-1845,ygim@nate.com,jeongsug08,172.25.115.23,573682914441,1976-06-08,59,6.46,288946,67,2867,249,권미영,경기도 아산시 잠실946가 (정식백박읍),37681,강김,경비원,051-921-1845,ygim@nate.com,jeongsug08,172.25.115.23,573682914441,1976-06-08,59,6.46,288946,67,2867
250,726dd218523b90b195e16ee962a1a0001b297284a8b49fed235a0490b8f71d1e,서정수,인천광역시 성북구 논현거리 (은정김손면),55141,김박,기타 건설/전기 및 생산 관련 관리자,010-0630-6775,lgang@naver.com,ujin64,192.168.76.138,30235517323461,1988-09-06,3,8.8386,963759,412,2770,250,서정수,인천광역시 성북구 논현거리 (은정김손면),55141,김박,기타 건설/전기 및 생산 관련 관리자,010-0630-6775,lgang@naver.com,ujin64,192.168.76.138,30235517323461,1988-09-06,3,8.8386,963759,412,2770
251,e806c83b9c005dcf5c1448856cfb758af071c024f8230e46f3db8f9d249bee8f,이성수,전라남도 시흥시 영동대로,38716,이김,보건의료관련 관리자,011-506-5351,hyeonsug93@ju.kr,iyeji,172.17.168.89,213168980462327,1993-01-02,37,3.2298789054527,416822,988,344,251,이성수,전라남도 시흥시 영동대로,38716,이김,보건의료관련 관리자,011-506-5351,hyeonsug93@ju.kr,iyeji,172.17.168.89,213168980462327,1993-01-02,37,3.2298789054527,416822,988,344
252,9e048385c3b8404ab3df0f98794b961db11b9f560f2c97a0e331f983b616b91e,이옥순,충청남도 양주시 역삼7가,82581,주식회사 서,출납창구 사무원,02-8781-3947,caeweonhan@daum.net,imujin,172.19.211.137,372883888229761,1990-10-05,18,7.1096194,30272,803,4835,252,이옥순,충청남도 양주시 역삼7가,82581,주식회사 서,출납창구 사무원,02-8781-3947,caeweonhan@daum.net,imujin,172.19.211.137,372883888229761,1990-10-05,18,7.1096194,30272,803,4835
253,92ff640f693ad2e8c1884b6f19014386e6db613e3a2ee524cb93249320987cbe,김진우,경상북도 보령시 도산대1가 (상현이동),51188,유한회사 한,매장계산원 및 요금정산원,018-273-9562,seominseo@live.com,yejingweon,192.168.91.224,4542777839490794,1978-07-22,75,5.194,612329,969,1961,253,김진우,경상북도 보령시 도산대1가 (상현이동),51188,유한회사 한,매장계산원 및 요금정산원,018-273-9562,seominseo@live.com,yejingweon,192.168.91.224,4542777839490794,1978-07-22,75,5.194,612329,969,1961
254,b16c276f602722f88c2f95a6858f976db90dc3e717e9272a74d925c3009629ab,이유진,대전광역시 마포구 서초중앙가,53228,(유) 나송최,스포츠 및 레크레이션 강사,016-990-1596,seoseoyun@gmail.com,gweonjihun,192.168.203.174,4683376079165175125,2021-09-06,71,7.98,104275,564,8935,254,이유진,대전광역시 마포구 서초중앙가,53228,(유) 나송최,스포츠 및 레크레이션 강사,016-990-1596,seoseoyun@gmail.com,gweonjihun,192.168.203.174,4683376079165175125,2021-09-06,71,7.98,104275,564,8935
255,d99d016eba4dc377d4182e971a67e87cc54c4a27826e13bd4ca39060a0525fdb,서준서,대전광역시 마포구 서초대길,91697,주식회사 배박김,낙농업관련 종사원,070-5564-7877,junseo42@nate.com,geonu96,10.20.12.81,2720848533789464,1984-05-26,82,2.2907416954969,139865,389,8714,255,서준서,대전광역시 마포구 서초대길,91697,주식회사 배박김,낙농업관련 종사원,070-5564-7877,junseo42@nate.com,geonu96,10.20.12.81,2720848533789464,1984-05-26,82,2.2907416954969,139865,389,8714
