IDX,name,address,postcode,company,job,phone_number,email,user_name,ip_address,credit_card_number,date,total_int,total_float,total_int1,total_int2,total_int3
392,류채원,세종특별자치시 노원구 개포423가 (정남박읍),67866,엄박김,기타 서비스관련 단순 종사원,02-8927-1710,junhogim@gmail.com,bagseoyun,10.67.234.233,4287508587027194465,2002-09-15,1,2.9083582638,283085,859,5752
393,박혜진,경상북도 양구군 가락가,63610,허이이,석유 및 천연가스제조 관련 제어장치 조작원,070-8782-1205,gimyeongho@jusighoesa.com,hyeonugim,172.27.150.161,30441603123043,1980-05-03,6,7.143288,571035,558,8321
394,박은경,전라남도 고양시 일산동구 선릉43로,71457,유한회사 이장홍,건설자재 시험원,041-884-8970,seonghun01@daum.net,gi,10.210.197.57,30455444023220,1972-07-02,92,7.2734057241551,521685,527,2253
395,지병철,세종특별자치시 성동구 백제고분가 (지은김마을),48128,유한회사 이강곽,패턴사,061-599-8605,ian@bagu.kr,nbag,172.26.82.89,4212927780682290,1985-02-03,96,7.19711,672712,424,6426
396,손은경,광주광역시 강서구 도산대길 (예준김리),27358,김김,지휘자/작곡가 및 연주가,044-439-3904,junhosong@igim.com,ji,172.19.15.171,4195914333956174,1980-10-17,78,1.34228,659741,451,6523
397,이지현,울산광역시 성동구 학동859로,88547,주식회사 한남오,기타 의복 제조원,010-4193-5141,xan@ju.org,yeongja55,172.20.0.250,501829257788,2000-12-06,59,1.141202,130546,633,6762
398,최도윤,서울특별시 중랑구 서초중앙190길,91525,홍전,제분 및 도정 관련 기계 조작원,018-548-6761,gimyeweon@jusighoesa.kr,juhyeonjeong,10.228.159.201,4584475457635184333,1978-03-13,45,4.18683765,822992,356,4715
399,김영일,울산광역시 금천구 잠실6로,10304,유한회사 장,중/고등학교 교사,010-5085-6562,eunjigang@gmail.com,baegsunja,192.168.10.55,4077848256815418,2003-07-15,44,2.8,909337,14,802
400,최지연,대전광역시 종로구 역삼로 (정숙박이면),78506,유한회사 박,유치원 교사,010-9131-5432,gwangsu29@anbag.com,junhocoe,10.173.88.173,3544688268466256,1988-06-15,14,1.1991508136574,436787,399,2757
401,장지후,인천광역시 강동구 언주거리 (성진장김동),53470,강김강,귀금속 및 보석 세공원,02-7051-1554,bagsujin@ryuigim.net,coecunja,10.51.141.178,30381522969128,2003-11-13,26,1.58873,589877,904,1710
402,신정훈,울산광역시 서초구 반포대357거리,40406,(유) 민,패션 디자이너,042-274-1748,eunyeongjang@gimseongbag.net,minjun40,10.97.97.63,4713280062419,1989-09-11,45,7.207866298942,399000,984,8972
403,이지현,경기도 군포시 오금가,69832,김김양,환경/청소 및 경비 관련 관리자,063-300-9051,fseo@gimcoeryu.kr,areum84,10.176.201.200,4593718213572,1972-11-22,35,5.33271593876,134708,888,3934
404,한정숙,대전광역시 마포구 강남대65가,06871,차양박,측량 및 지리정보 전문가,044-048-1768,ojinu@yuhanhoesa.org,baeeunju,172.18.161.55,6011565840762534,1992-12-02,35,4.96,183188,502,4387
405,김은경,서울특별시 강서구 학동31가,38037,주식회사 김최황,영상 및 관련 장비 설치 및 수리원,010-3253-5774,jiweon71@daum.net,rgim,192.168.216.140,4534909348397,2005-08-29,75,3.7381,464499,763,1805
406,김영순,서울특별시 동작구 서초중앙가 (서연윤김동),71480,류김조,모피 및 가죽의복 제조원,062-321-0020,sujin48@yu.com,minjungim,10.146.137.189,3563080223216545,1974-05-30,88,2.3,830651,884,9823
407,홍지은,전라남도 단양군 양재천17거리 (민지최김리),08921,(주) 지김김,금속공작기계 조작원,018-497-1900,myeongsug19@hotmail.com,jihun52,10.62.98.95,4107612733486340,1984-03-15,43,2.8965,992824,436,772
408,최영환,울산광역시 서대문구 삼성가,95111,(유) 백백서,제품 디자이너,043-179-2858,ci@ju.kr,yeonghwanjang,172.21.15.216,4191489329840835,1977-06-25,28,6.14745647,26247,670,8869
409,신민준,울산광역시 금천구 영동대로,56227,주식회사 최,전기/가스 및 수도 관련 관리자,055-750-9396,idohyeon@hanmail.net,munyeongceol,192.168.43.81,4491883508984546,1971-12-27,34,5.8206265,524081,526,4772
410,한은경,세종특별자치시 광진구 언주6로 (주원김이리),52492,김김송,비서,051-349-3398,gyeongsu32@hotmail.com,pgim,172.30.254.65,4705136564754,2008-03-26,75,6.9948589,331060,799,1814
411,김지민,강원도 정선군 반포대거리,69239,주식회사 김윤안,사진인화 및 현상기 조작원,031-780-6821,jeongja17@dreamwiz.com,jinu51,10.252.146.244,4239040923988639,1994-10-22,10,8.407,379925,691,1550
412,황서영,대구광역시 종로구 개포78거리 (영수박김마을),45695,유한회사 최양이,기타 건축마감관련 기능 종사원,011-842-1848,yeweon18@nate.com,sugjai,172.30.36.155,377438406117199,2008-07-18,49,8.968345976983,166575,162,2237
413,이준호,부산광역시 강북구 학동로,82163,유한회사 김최강,건설 배관공,053-133-8692,sgim@baggimgim.com,ominjun,10.158.120.26,4678420741243508,2007-05-19,92,3.40931981429703,848627,591,5850
414,박지원,대구광역시 북구 학동길 (지훈김동),10504,이이,공업기계 설치 및 정비원,052-728-3749,hyeonju45@jusighoesa.com,jongsu61,192.168.21.216,372571622617447,1986-08-29,21,6.3988066120318,208492,101,207
415,전영미,세종특별자치시 동대문구 반포대가 (보람김동),15095,주식회사 권백안,생명과학 시험원,019-004-3284,cgim@yu.org,myeongja71,10.75.140.127,3549326621857276,2014-05-28,42,8.57158,78910,958,1094
416,서현주,전라남도 제천시 선릉818거리,26750,이이이,어부 및 해녀,062-572-3852,cbag@jusighoesa.kr,gimyeonghyi,172.28.243.231,3548029489771537,1970-02-19,53,5.795953,703412,615,1680
417,이정호,광주광역시 도봉구 학동87가,85100,남고김,세탁관련 기계조작원,062-374-3908,sumin70@dreamwiz.com,seohyeon73,10.179.89.146,4062085145718581744,2007-07-25,4,5.45,316749,276,2217
418,윤경희,대구광역시 종로구 역삼길,28006,주식회사 윤박김,치과위생사,041-627-0110,seonghungim@ju.com,gimsubin,10.252.228.42,4060798484540071232,1994-08-19,13,2.515761136,473892,471,4711
419,김춘자,광주광역시 도봉구 오금로,85292,유한회사 성,조세행정 사무원,019-937-2652,jeongsig57@gimsong.com,yeongsig82,192.168.154.60,3502797469189573,1992-04-24,1,7.61207608382,408670,159,8799
420,김지우,경상남도 연천군 도산대거리,12488,주식회사 손박민,금융관련 사무원,054-285-2122,jangeunjeong@gimhangim.com,cgim,172.18.170.164,372361236243727,1985-09-05,84,4.5,175661,51,8764
421,박경수,대구광역시 강남구 가락7로,00826,주식회사 안,화물열차 차장 및 관련 종사원,010-2366-8154,seungmin03@hanmail.net,jihyeu,172.28.5.166,30501863327343,1980-06-25,82,8.5843353689,542470,731,429
422,김선영,경기도 오산시 반포대22거리,58819,(주) 장박고,경리 사무원,017-532-8505,yejuni@cahongi.kr,jaeho98,192.168.5.26,3544926659758414,2020-06-23,32,3.7,620381,324,2001
423,임지영,울산광역시 송파구 선릉가,62478,김윤,간판 제작 및 설치원,033-396-0943,fgim@heogimi.org,gimyeongsig,10.122.54.188,4767066826926756,1996-12-04,9,4.421819935226,974282,801,6699
424,권미영,광주광역시 노원구 테헤란60거리 (미영김리),41989,(주) 하조심,상품 대여원,018-081-7381,yeji95@igo.com,eunjii,192.168.112.186,30325045382442,2016-02-05,85,8.5,212605,441,9083
425,구윤서,대구광역시 강남구 압구정15로,83221,김이민,제품 디자이너,032-999-0729,jihunan@live.com,gimjiweon,172.28.134.102,5592165561060843,2018-02-07,50,5.1,718577,652,3855
426,김지영,강원도 괴산군 언주거리,72643,유한회사 나,냉동/냉장 /공조기 설치 및 정비원,061-272-4692,songjimin@gimi.net,baemigyeong,172.23.126.209,343430870680522,2016-02-02,18,8.12092058507833,359657,922,3141
427,박영식,경기도 고양시 일산동구 압구정450로 (선영서남읍),98155,송진김,피부미용 및 체형관리사,010-7193-1938,ogjaji@naver.com,seonghyeon21,172.30.72.178,2711776756566098,2013-11-17,37,8.17165,96718,115,3724
428,신영길,광주광역시 송파구 서초중앙5길,20648,주식회사 박나김,임상 심리사 및 기타 치료사,054-312-1423,jiyeong04@yu.net,ni,10.110.217.176,4843776433111,2009-01-28,22,2.9332,641423,393,6236
429,한지민,강원도 용인시 처인구 테헤란가,06327,김김,전문 의사,062-395-0341,gyeongsugbag@dreamwiz.com,dohyeon89,10.53.203.226,3592498930136928,2015-10-27,24,6.18,829071,766,1677
430,이정순,경기도 광주시 반포대26가 (성진문읍),34846,박김,운송 사무원,063-485-3930,umun@hanmail.net,bagdonghyeon,192.168.117.156,6011956368710114,1983-03-20,58,7.72588148,493261,906,4084
431,이보람,충청북도 화천군 테헤란로,05989,유한회사 윤,제조관련 단순 종사원,051-483-3244,ojihye@ibagi.kr,seoyeong25,10.200.50.30,6011236717331122,1973-01-29,86,4.858,490992,298,2922
432,김영일,대구광역시 북구 잠실078길,33120,유한회사 김,기타 여가 및 스포츠 관련 종사원,062-051-9764,yeonghyi25@hotmail.com,pi,192.168.179.247,4204920865345834,1988-08-23,61,6.204144113496,709227,12,8705
433,안영순,울산광역시 송파구 역삼9길 (춘자이민면),07094,이이,보험 및 금융 관리자,070-9094-4942,gangyeonghyi@daum.net,ijeongsun,172.30.110.114,4893788366980915166,2005-01-11,16,1.87162162494266,722774,403,5103
434,박윤서,인천광역시 광진구 석촌호수36로,31000,주식회사 남,상품 대여원,031-432-4389,gimyeonggil@hanmail.net,bagjunyeong,192.168.54.184,36907936239387,2011-06-30,87,8.3233344437,479443,925,5284
435,강수진,광주광역시 성북구 봉은사거리 (시우김김리),34141,권조김,정부행정 관리자,061-094-2808,hyejin81@jusighoesa.kr,ogsun24,192.168.239.15,4358094717913,2012-12-25,55,3.972599,217482,171,9053
436,김춘자,충청북도 횡성군 선릉464길 (민수김오면),15646,주식회사 김배이,자동차 부분품 조립원,010-8948-6029,rjang@hotmail.com,yeongho61,10.192.240.149,373003186342237,1971-09-30,46,1.79919629,138002,224,5724
437,김현준,대구광역시 영등포구 역삼거리 (서윤이김읍),58134,최노,관세행정 사무원,033-795-5617,gimseohyeon@gangyun.org,jeongung69,172.30.223.20,4889439196183291565,1993-04-15,35,5.3218552029,105291,551,5855
438,김성호,강원도 평창군 서초중앙길,41911,박이,한복 제조원,062-904-4803,eunjeong19@yu.com,jongsuno,10.5.230.20,3521552675656098,2010-09-10,7,8.6493136253,414074,505,7027
439,장현우,경기도 부여군 반포대453로,37018,김이,섬유공학 기술자 및 연구원,033-866-2013,iminseo@daum.net,si,172.21.118.98,213175966423272,2002-03-12,25,1.55805309848779,976591,313,6225
440,김하윤,서울특별시 서구 서초중앙764가 (아름서마을),34545,주식회사 안권박,재봉사,063-208-3154,jeongsiggo@gmail.com,hyeonjubag,172.19.79.242,3540558090064120,2001-07-21,19,8.3535,922782,399,7405
441,윤서연,강원도 성남시 중원구 강남대길,84973,심이서,사서 및 기록물관리사,02-4769-4889,gimyunseo@sinbagjin.org,ngim,10.57.21.149,3505695714897684,2012-09-12,67,2.6243,447584,91,5663
442,문현지,강원도 태백시 양재천624거리,32529,황김송,전기/가스 및 수도 관련 관리자,016-912-4911,iseunghyeon@gimigim.kr,xbag,10.83.121.2,4239053628229795,2015-04-20,69,6.170690858774,863379,847,3207
443,이서윤,서울특별시 서구 오금2거리,12275,한최,정보 시스템 운영자,041-032-6624,sugjai@live.com,seohyeonu,172.22.209.126,30588683670457,1985-05-21,94,4.879371425619,655891,57,192
444,이은서,전라북도 청주시 청원구 압구정가 (지영서김리),92753,오박이,금속 / 재료공학 연구원 및 기술자,042-997-8411,ubag@ju.com,mgim,10.14.4.72,349010408849866,1986-11-24,86,2.9997595,268125,274,9500
445,김현숙,제주특별자치도 금산군 논현가 (옥자손장면),59207,박이,수의사,054-776-9881,dno@ju.com,yeongsigbag,10.180.39.202,4011460037243180,1999-03-20,67,4.96307,101252,39,7745
446,김민서,인천광역시 강북구 논현로,70880,강김김,시민 단체 활동가,010-2997-0797,sanghun26@coeyun.net,eunseo15,10.233.58.115,30410836762471,2009-12-17,8,2.7664979904,343063,263,4521
447,윤현준,제주특별자치도 부여군 언주가 (재호김김마을),39814,유한회사 윤,법률관련 사무원,054-489-1673,jihye43@hanmail.net,jimin48,172.29.47.77,6516469560322217,1971-07-30,29,2.2063319245,722346,317,2506
448,김주원,전라북도 철원군 언주가 (정순김리),03813,김진,컴퓨터 보안 전문가,064-784-1219,jeongja45@naver.com,jihyeongang,10.139.2.33,4998969909920155225,1979-05-27,85,6.79375733,592589,441,4607
449,김승민,강원도 정선군 역삼로,27192,황이,소방공학 기술자 및 연구원,042-837-9108,hyejinyun@yu.com,minseo74,172.21.146.208,639031295368,2019-06-03,48,6.347,460534,287,5026
450,안영길,대구광역시 강남구 개포0길 (광수김읍),46769,(주) 양,광석 및 석제품 가공기 조작원,062-922-7237,yeonggilgim@naver.com,hgim,192.168.101.199,4616304824282538276,2015-04-22,71,8.2,426383,258,929
451,이정자,울산광역시 강남구 개포6가,41721,김이이,일반기계 조립원,054-945-8745,seoyeongmun@hotmail.com,seojungu,192.168.253.240,3550580747075934,1996-06-15,75,6.73,707434,523,5731
452,진광수,서울특별시 동구 가락거리,69974,(주) 오,화물차 및 특수차 운전원,032-520-6803,jieun01@jusighoesa.com,isiu,192.168.91.55,30046524776181,2006-03-23,42,1.80805496774,307634,205,8260
453,이수민,강원도 서산시 백제고분거리,21720,황김이,건설 및 광업기계 설치 및 정비원,018-740-8236,gyeongjai@hanmail.net,rgim,192.168.255.143,4644516258825149,1982-03-15,14,4.42095,479962,277,4052
454,이준혁,전라남도 안산시 단원구 강남대2거리,79265,박김,계기 검침원 및 가스점검원,052-104-1113,areum26@honghonggang.com,jongsu11,10.18.187.31,6560255461695644,2012-08-28,49,8.21,69839,945,9251
455,김승민,부산광역시 동대문구 양재천485거리 (지혜한이동),29407,(유) 김서김,바텐더,043-080-3993,junseojo@daum.net,sunog19,172.21.100.23,503876978233,1995-03-10,9,5.8427,901329,111,6022
456,박채원,경상남도 안산시 상록구 삼성72거리,76518,유한회사 성,플라스틱제품 생산기 조작원,016-929-1118,lcoe@haobae.com,ran,172.16.228.51,6506757055133293,1984-05-16,17,1.33,819659,637,2137
457,진은서,울산광역시 동구 서초중앙1거리 (영순김리),86541,이윤송,곡식작물 재배원,017-545-4862,gwangsu97@gimgo.com,jiweon22,10.137.176.117,4346750532355927,1991-03-11,90,2.8,384556,730,2536
458,강서윤,광주광역시 강서구 삼성6길,90453,진박유,곡물가공제품 기계 조작원,062-935-7014,sunjaan@gmail.com,gyeonghyi70,172.28.130.45,3535971171397581,1989-06-15,42,1.16297,566964,85,4226
459,이영호,세종특별자치시 남구 양재천로 (하은류읍),23704,안이,기타 의복 제조원,010-2457-7596,geonu80@nate.com,juweoni,10.19.180.42,4222929592936851773,2016-05-09,58,1.436,311279,668,4551
460,김영호,충청북도 안양시 동안구 서초중앙121가 (진호김면),72041,(유) 박,관제사,017-624-2830,sunja35@daum.net,iu,192.168.78.6,340896839773199,1979-05-14,32,8.87,18950,458,5186
461,박지훈,경상남도 구리시 선릉로 (준서김동),00309,주식회사 김김김,신발제조기 조작원 및 조립원,041-169-2840,seonghyeoni@live.com,gimyujin,172.25.159.108,3519100735522217,1995-07-26,70,3.4088376950081,285426,213,1975
462,강윤서,충청북도 안산시 상록구 서초대36가 (중수남읍),24500,(유) 김박심,자동조립라인 및 산업용 로봇 조작원,042-462-8555,donghyeon47@nate.com,hwangyejun,172.23.107.42,30449052436642,1976-02-09,27,6.4647947,52005,339,7312
463,박준혁,광주광역시 성동구 봉은사433거리 (옥자윤김읍),22933,주식회사 김김정,스포츠 및 레크레이션 강사,018-395-1699,minseogo@baegi.org,seonghyeon62,172.21.236.215,2231124968165113,1970-09-17,35,2.5863804,760596,522,5581
464,김상현,부산광역시 중랑구 테헤란로,28719,한정,문화/예술/디자인 및 영상관련 관리자,055-094-6965,hyeonju27@hanmail.net,ubag,172.19.109.23,213145587100724,1973-02-02,41,8.77994779877,119186,676,4608
465,박영순,경상북도 춘천시 영동대5거리 (영식안박읍),67632,남이,기타 전문서비스 관리자,016-792-1088,boramcoe@gmail.com,gimjihu,192.168.67.19,4695200650748,1972-05-24,14,3.19001024,170283,307,2376
466,이광수,충청남도 여주시 테헤란거리 (지아김류읍),81587,김김오,위관급,063-252-9175,sgang@yuhanhoesa.com,eunji66,192.168.158.35,340096251633878,1986-08-03,4,6.616331,195763,27,5293
467,김성진,충청북도 고양시 덕양구 오금가,23877,유한회사 차김김,통신 및 방송송출 장비 기사,055-057-5177,yejun73@yu.com,isubin,192.168.165.125,4807318256881164551,1977-05-21,22,7.5931942788426,839554,857,469
